Time,IVV,A,AAP,AAPL,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALXN,AMAT,AMD,AME,AMGN,AMT,AMZN,ANSS,ANTM,AON,AOS,APA,APD,APH,ARE,ATO,ATVI,AVB,AVY,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BIIB,BIO,BK,BKNG,BLK,BLL,BMY,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBRE,CCI,CCL,CDNS,CERN,CHD,CHRW,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTSH,CTXS,CVS,CVX,D,DD,DE,DGX,DHI,DHR,DIS,DISH,DLR,DLTR,DOV,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXR,F,FAST,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FMC,FRT,GD,GE,GILD,GIS,GL,GLW,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HD,HES,HFC,HIG,HOLX,HON,HPQ,HRL,HSIC,HST,HSY,HUM,HWM,IBM,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KEY,KIM,KLAC,KMB,KMX,KO,KR,KSU,L,LB,LEG,LEN,LH,LHX,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUMN,LUV,LVS,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPWR,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MXIM,NDAQ,NEE,NEM,NFLX,NI,NKE,NLOK,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,O,ODFL,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCAR,PEAK,PEG,PENN,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PNC,PNR,PNW,POOL,PPG,PPL,PRGO,PRU,PSA,PVH,PWR,PXD,QCOM,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STT,STX,STZ,SWK,SWKS,SYK,SYY,T,TAP,TDY,TER,TFC,TFX,TGT,TJX,TMO,TPR,TRMB,TROW,TRV,TSCO,TSN,TT,TTWO,TXN,TXT,TYL,UDR,UHS,UNH,UNM,UNP,UPS,URI,USB,VAR,VFC,VIAC,VLO,VMC,VNO,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WST,WY,WYNN,XEL,XLNX,XOM,XRAY,YUM,ZBH,ZBRA,ZION
2004-12-31,87.059,15.946,27.3,0.989,11.556,15.44,14.979,20.135,31.364,24.712,15.266,23.465,37.93,24.122,17.689,9.331,13.703,881.196,22.55,17.984,13.03,15.039,10.75,7.513,34.682,6.3,12.889,22.02,9.513,50.439,15.434,44.29,16.03,48.904,19.197,3.918,40.972,35.995,4.149,44.086,15.287,5.062,41.52,38.455,38.24,91.31,36.182,32.898,13.965,27.364,43.21,14.699,61.397,57.37,23.347,23.59,52.426,9.524,13.669,35.55,11.532,33.763,351.471,13.657,29.25,31.411,29.786,11.183,12.783,37.974,13.81,6.487,6.818,19.89,26.64,22.563,17.37,37.436,37.752,8.647,27.42,14.885,6.554,7.088,5.572,67.088,3.326,69.663,19.494,34.282,18.447,6.58,4.235,14.257,1.664,34.923,10.069,18.915,17.146,28.445,17.457,43.543,26.384,37.477,23.96,20.546,22.883,24.314,6.867,9.59,19.991,8.591,14.662,15.78,18.468,20.489,19.765,30.487,61.449,23.958,29.007,21.079,23.561,19.004,18.863,18.196,21.619,15.274,34.696,16.775,10.964,48.253,22.005,34.941,3.438,23.485,23.171,6.709,9.22,5.333,12.315,87.149,19.32,24.36,14.734,10.047,29.089,13.894,8.839,29.917,36.312,21.617,7.199,14.661,21.621,8.791,96.491,26.082,14.229,14.314,17.509,83.932,49.337,15.424,12.454,14.3,28.719,22.478,3.873,48.383,6.867,22.973,6.801,5.699,13.554,10.337,37.402,27.189,45.695,63.247,13.648,21.077,30.246,4.74,9.99,14.78,19.929,23.289,9.758,8.782,13.34,12.46,31.578,7.32,22.946,18.63,13.141,16.104,39.659,23.123,24.939,27.247,21.027,13.205,25.704,35.93,15.525,12.648,6.678,15.874,21.121,9.619,14.894,48.376,49.82,21.223,2.509,32.248,34.723,33.073,7.842,22.176,25.861,11.691,14.98,32.059,20.24,24.818,22.238,20.096,16.084,27.506,35.751,15.159,36.173,23.857,34.33,91.25,13.682,14.493,43.274,21.971,52.782,0.759,5.755,13.247,8.236,16.641,8.227,34.438,19.099,57.989,67.695,51.31,12.35,25.467,8.655,5.614,34.48,1.761,4.623,9.123,10.36,34.061,13.445,15.216,25.149,27.26,33.981,15.276,1.804,769.4,14.699,10.717,6.757,5.621,28.343,11.657,22.525,16.153,19.702,6.251,21.062,10.176,13.837,6.94,33.154,13.178,25.999,34.254,12.324,37.971,27.542,13.444,19.465,22.948,36.535,21.419,21.576,24.719,23.278,11.686,15.104,33.962,32.655,25.961,7.907,32.589,29.354,43.095,64.033,28.281,9.21,22.025,21.891,16.156,35.563,11.036,34.62,1.843,27.541,6.149,14.953,20.854,9.154,12.917,9.375,20.04,11.663,44.82,28.11,23.879,23.54,19.55,15.59,30.994,33.138,22.393,36.77,9.453,21.473,33.353,8.515,40.338,23.586,10.271,26.518,29.43,16.012,23.396,40.623,36.14,5.113,28.939,20.683,8.26,20.245,24.776,8.211,14.833,18.508,23.192,17.484,32.856,8.36,11.531,20.487,36.888,12.375,12.193,53.599,18.9,19.292,38.308,8.583,22.85,13.545,43.697,32.227,28.612,10.57,10.776,17.062,16.16,10.13,46.79,27.527,8.721,10.228,15.507,19.391,45.197,72.81,18.397,6.816,36.935,10.798,10.442,15.006,37.299,9.663,21.107,30.146,25.467,12.427,73.883,56.28,53.112
2005-03-31,85.307,14.688,31.531,1.28,11.286,10.58,15.052,18.009,33.585,24.23,16.878,23.867,29.76,23.871,17.72,11.18,12.852,744.95,24.926,16.091,12.73,14.183,6.24,6.604,36.466,5.416,12.248,16.12,10.75,45.769,15.292,34.27,17.105,53.306,18.497,3.793,49.685,39.499,4.186,38.53,15.262,4.95,37.276,39.961,35.007,85.7,41.046,31.173,13.739,24.919,44.579,14.942,31.809,48.71,20.46,25.2,51.037,9.003,13.888,29.29,10.391,31.792,330.77,12.647,28.083,29.587,28.898,11.663,12.338,34.23,14.95,6.406,7.206,18.511,29.173,22.39,17.799,40.21,34.406,8.777,23.318,12.549,8.178,7.497,6.029,59.587,4.148,71.942,24.333,31.354,17.91,5.89,3.748,13.201,1.734,33.127,10.989,18.42,20.049,31.804,19.364,44.141,23.917,41.302,23.226,19.12,23.649,21.389,7.454,9.577,18.088,9.071,13.004,17.453,19.694,22.89,20.925,37.463,51.586,15.346,27.364,20.585,25.757,20.753,18.538,18.731,20.147,20.883,34.371,15.135,11.305,40.255,19.98,36.809,3.602,24.671,22.205,6.907,7.189,4.816,13.006,83.19,20.725,25.245,14.377,9.95,26.651,13.199,9.782,28.288,37.294,21.488,7.366,14.586,19.832,8.313,90.345,25.931,15.686,14.817,13.331,88.946,46.264,17.05,13.183,13.934,25.759,26.333,5.202,48.05,7.969,24.27,7.143,5.679,13.951,9.943,40.861,29.249,44.421,58.739,13.54,21.067,28.01,4.04,6.83,14.732,19.82,20.535,8.942,8.307,15.157,9.57,30.601,7.498,24.929,18.232,11.6,14.584,42.177,18.76,22.316,26.55,20.326,12.274,25.39,36.131,15.75,12.74,6.103,17.244,22.14,10.216,15.208,48.492,48.2,22.469,2.509,29.809,38.326,32.232,7.411,21.999,25.817,10.843,13.107,30.056,18.189,26.382,21.214,19.52,15.774,33.058,33.314,14.156,37.23,23.027,33.423,84.3,12.261,9.517,45.254,20.429,55.385,1.249,6.228,13.848,7.82,16.962,10.332,35.684,17.33,50.603,64.327,47.5,10.34,24.615,9.079,6.085,32.878,1.55,4.672,8.405,8.578,33.971,17.793,14.414,25.828,22.698,30.531,16.919,1.82,785.0,13.455,9.834,6.049,6.151,29.83,10.604,24.765,19.781,19.056,6.634,18.997,8.765,14.684,6.735,33.828,12.972,24.443,33.106,13.334,30.632,31.808,14.006,17.916,21.477,33.04,19.234,20.886,24.739,24.579,11.941,16.786,35.47,33.616,25.65,7.541,39.762,25.412,35.473,60.929,24.582,5.11,20.265,20.105,15.842,32.433,12.18,39.683,1.96,29.737,6.218,14.981,20.6,9.016,10.701,8.254,19.54,11.549,44.06,30.197,25.208,21.939,18.1,14.962,29.35,31.699,24.501,32.856,10.739,24.41,31.004,5.734,37.295,22.304,9.563,27.17,31.3,13.695,21.931,40.205,34.867,5.021,24.242,20.767,8.453,19.402,24.691,9.632,13.478,18.415,26.065,18.121,33.371,7.61,9.83,24.166,39.981,11.792,12.694,45.815,20.21,17.94,30.37,9.208,21.871,21.889,45.708,29.555,24.44,9.36,9.951,17.129,14.299,9.741,35.79,31.906,10.257,10.839,13.242,18.805,44.528,65.605,17.848,7.891,35.143,11.387,10.013,15.39,37.756,9.236,20.829,35.221,24.684,13.676,71.753,47.49,54.167
2005-06-30,86.516,15.231,40.343,1.13,13.628,8.55,15.915,16.906,28.61,25.083,14.745,22.365,34.34,27.254,19.373,11.18,14.969,782.856,26.764,15.317,13.13,14.285,7.37,6.674,40.525,5.76,12.218,17.34,11.194,47.538,17.632,33.09,17.82,59.23,20.425,3.523,52.492,37.833,4.543,44.365,16.464,5.526,45.433,34.417,36.355,92.46,46.532,32.554,15.0,31.749,40.166,16.777,31.754,59.21,20.418,23.33,55.009,7.825,13.778,27.0,11.491,37.315,343.506,10.951,29.009,30.98,31.567,14.62,15.61,36.177,13.66,8.292,7.366,20.964,34.973,21.49,17.124,35.724,36.46,7.969,35.58,13.371,9.445,8.395,6.657,63.787,3.92,60.089,26.104,31.83,19.103,5.955,5.12,14.08,1.78,30.954,11.21,16.75,22.184,30.767,19.276,39.726,23.442,41.929,29.961,18.742,20.727,22.055,9.156,8.0,17.489,10.852,14.0,18.785,20.474,24.538,22.74,39.824,56.398,13.595,26.864,23.146,30.004,24.387,16.127,17.644,19.555,24.358,35.183,17.506,12.339,48.858,18.396,39.65,3.585,27.826,20.714,7.448,6.569,5.334,12.378,71.796,23.997,23.635,15.893,10.723,25.743,12.999,10.274,34.84,38.442,20.779,9.051,13.973,19.832,12.413,147.222,24.681,16.501,13.458,12.303,82.699,40.882,18.906,13.467,14.199,26.27,29.234,6.529,52.612,9.938,24.025,7.68,5.378,16.162,10.568,42.112,36.392,38.389,47.823,15.582,20.218,25.813,6.035,7.15,16.556,20.427,16.991,8.869,8.935,15.547,10.62,27.328,7.102,27.013,16.07,11.771,14.881,41.022,21.413,23.009,27.418,20.97,13.569,24.176,34.644,13.325,12.847,7.245,18.067,23.379,9.071,14.084,54.428,49.9,21.522,3.394,32.08,40.873,33.773,7.866,22.451,25.897,11.455,12.826,23.877,22.999,26.96,19.547,17.395,18.024,39.281,37.094,13.714,37.913,26.466,37.359,82.5,11.637,9.628,56.117,18.708,46.982,1.765,6.225,12.63,7.864,16.33,11.826,32.871,17.866,61.861,66.57,46.58,10.21,23.08,16.003,6.43,30.453,2.344,5.12,8.762,8.743,34.934,18.113,15.87,21.656,23.198,32.187,13.522,2.046,810.0,14.758,10.907,5.21,6.58,26.986,11.215,29.83,21.472,18.962,7.406,17.902,10.268,16.583,8.367,34.563,13.712,26.608,33.122,14.363,31.285,36.417,12.281,16.472,24.966,35.293,21.181,22.089,27.315,21.716,13.238,12.251,40.574,37.607,31.517,8.698,39.166,22.956,38.495,66.66,29.819,8.39,21.41,18.671,14.813,36.078,14.251,34.288,2.116,32.456,6.179,16.167,20.898,13.317,10.701,8.877,18.731,12.42,47.9,28.332,27.242,23.847,16.67,16.485,35.49,32.273,25.588,36.393,9.684,27.24,31.389,6.655,39.761,22.641,9.717,21.949,32.58,11.228,22.637,46.847,37.986,4.977,25.757,24.622,9.742,20.531,26.731,10.835,14.413,16.551,25.448,19.976,34.076,7.56,11.488,28.715,43.711,12.752,11.855,43.758,20.21,18.363,33.072,8.951,20.106,23.673,52.528,34.551,24.491,16.85,12.192,18.656,14.075,10.217,37.17,33.071,10.796,11.982,15.886,19.518,46.415,58.617,17.65,7.992,33.91,12.304,11.807,14.405,26.347,10.61,18.218,34.134,24.524,13.775,70.241,43.79,57.999
2005-09-30,89.712,21.669,36.262,1.646,15.239,10.07,13.848,18.986,29.85,25.038,17.076,23.019,46.44,26.663,21.057,11.215,15.708,836.982,28.277,16.424,15.95,14.833,6.72,6.519,37.709,6.912,12.829,25.2,11.512,62.642,20.928,45.3,19.245,64.486,26.322,3.781,61.195,34.798,4.565,50.358,16.325,6.84,48.594,34.292,39.231,83.25,48.088,30.398,16.12,30.297,40.269,18.321,36.39,54.99,21.006,19.32,60.817,8.016,13.27,23.37,12.118,39.531,341.624,11.843,31.992,38.372,33.297,16.4,18.921,33.279,16.16,10.605,7.529,23.155,38.52,22.927,18.214,35.79,37.491,7.634,40.675,15.826,10.317,6.258,7.53,63.417,5.712,75.64,31.902,30.742,18.574,5.968,5.78,13.224,1.944,32.919,11.082,19.441,22.164,35.883,22.825,37.475,22.018,39.847,28.918,19.283,19.862,21.623,9.608,7.217,19.692,11.418,15.209,17.299,20.3,24.34,23.035,54.002,56.677,16.968,26.578,24.282,29.392,28.587,14.354,15.166,22.555,32.141,33.811,18.197,11.906,53.434,19.608,39.285,3.701,29.194,23.612,8.112,6.384,5.347,16.357,77.297,26.213,21.735,16.663,11.467,23.216,12.881,10.472,36.323,41.955,20.325,10.032,14.498,20.114,14.437,158.388,25.945,18.927,11.877,19.521,98.781,47.13,27.145,12.781,13.339,25.821,37.822,8.965,54.509,14.438,24.728,9.566,6.075,16.59,10.274,38.342,43.846,36.064,51.827,16.72,22.349,25.534,6.405,4.7,15.729,20.291,16.893,8.476,10.57,24.43,11.69,28.353,7.787,32.362,15.935,13.019,15.803,40.143,20.24,22.318,28.637,20.604,14.623,27.054,33.189,15.635,13.375,7.839,20.87,27.925,8.71,10.776,51.369,48.71,28.886,3.775,31.038,38.615,37.732,8.214,24.858,27.257,11.59,13.677,21.981,23.848,24.939,19.003,20.993,18.403,41.668,42.192,13.287,39.253,29.346,41.314,80.25,11.678,11.587,63.92,20.651,47.95,1.962,7.176,13.004,7.519,14.621,15.355,33.962,18.561,74.76,67.204,50.98,13.3,25.815,21.51,7.338,36.894,3.713,5.069,8.291,9.113,34.525,25.07,17.981,28.47,19.481,35.838,17.605,2.625,884.95,14.142,10.564,6.503,6.912,28.337,10.536,28.18,23.933,21.707,7.147,17.927,10.404,17.696,7.131,36.515,12.504,30.082,37.526,15.234,32.563,37.139,11.459,17.811,26.071,37.939,18.118,22.135,27.26,20.63,14.526,12.614,41.749,40.129,29.941,12.612,51.228,31.191,34.51,70.253,30.239,9.49,19.862,26.669,16.884,42.138,17.201,37.398,2.067,35.786,5.076,15.907,21.187,15.221,10.378,11.375,17.854,11.675,48.64,29.465,30.345,25.29,18.9,17.183,36.621,35.158,29.336,37.034,8.784,24.008,32.381,6.339,41.325,19.626,9.941,22.775,34.47,15.478,22.316,55.833,36.319,4.197,29.62,23.001,8.422,21.495,30.505,10.073,14.649,17.807,22.089,24.144,32.375,8.28,11.46,22.03,47.115,14.325,13.176,43.94,19.71,17.846,35.004,9.109,20.728,33.87,60.24,37.459,18.198,22.35,13.151,18.735,13.474,12.98,41.6,31.287,10.402,12.336,15.887,18.722,50.442,67.662,17.95,10.574,30.926,13.633,12.539,15.674,25.165,10.776,19.949,37.922,24.561,12.832,63.527,39.09,56.461
2005-12-31,91.298,22.026,40.743,2.208,16.334,9.24,12.962,21.788,36.96,24.258,17.137,24.646,42.93,25.854,19.87,10.805,16.132,923.739,32.37,17.764,19.93,15.152,6.47,8.013,37.085,5.062,13.594,30.6,11.412,62.005,22.732,47.15,21.345,67.862,29.628,4.681,55.836,37.555,5.012,49.448,15.298,6.128,51.005,36.419,40.201,91.75,49.9,33.686,15.45,30.317,46.316,20.54,41.736,65.44,22.906,22.32,74.65,8.688,12.828,24.49,13.044,41.709,367.739,9.817,34.7,37.907,37.964,19.617,20.673,35.773,16.92,11.091,6.743,26.829,36.515,24.621,19.029,36.853,36.48,6.735,44.374,16.194,9.1,6.572,6.537,68.928,5.105,50.683,26.684,35.376,18.812,5.765,8.012,12.633,2.129,32.983,11.957,22.217,20.213,31.718,20.633,39.708,24.643,40.661,28.611,19.989,19.943,19.875,12.215,7.98,19.628,11.897,15.678,22.294,19.342,23.176,25.32,49.258,52.114,17.8,30.275,23.465,32.018,26.534,13.963,16.799,23.613,31.504,33.088,19.018,11.862,55.218,20.807,36.572,3.468,29.257,28.133,8.246,5.061,6.85,18.375,91.797,24.869,28.595,16.908,10.818,24.068,9.727,9.73,36.598,40.16,21.307,10.816,14.937,21.213,14.684,207.638,26.752,22.712,12.083,19.266,103.98,53.447,24.595,13.188,14.223,27.471,34.966,8.263,60.873,18.96,24.701,9.405,6.042,16.987,11.594,37.788,49.753,43.934,53.234,17.995,21.655,24.135,7.05,5.34,15.981,24.136,19.209,7.027,12.161,39.09,12.9,30.414,9.198,32.588,19.031,15.357,15.587,38.327,18.964,26.371,26.995,21.242,15.24,27.435,33.513,13.84,12.564,7.188,21.873,28.707,9.593,12.33,52.597,53.85,29.776,4.327,33.061,40.451,38.744,7.986,25.756,31.918,11.007,15.137,26.362,25.2,26.551,18.828,21.563,19.751,45.357,50.783,12.334,42.221,29.158,34.613,86.98,11.186,9.738,62.697,21.707,50.928,3.284,7.351,11.876,13.276,17.313,13.658,35.911,18.919,76.794,69.61,55.2,13.31,22.011,29.852,6.459,41.856,3.866,4.404,8.841,7.038,38.36,23.889,19.888,31.567,22.156,36.899,20.105,2.8,702.0,14.983,9.703,7.852,5.465,28.927,10.374,32.01,22.476,22.403,7.713,18.866,10.017,18.019,7.553,38.208,11.779,30.513,36.712,16.984,33.514,34.091,13.698,20.669,29.094,40.795,17.205,21.018,29.116,20.341,13.325,13.182,45.692,40.851,31.312,13.017,47.823,30.088,36.111,72.085,31.335,15.9,22.031,28.445,19.864,47.072,16.547,41.991,2.092,36.04,6.203,16.988,22.944,17.657,12.433,11.584,21.131,12.091,46.84,26.866,35.012,26.477,20.06,16.771,38.216,37.903,28.129,42.113,11.137,24.22,33.528,4.596,37.235,19.518,10.297,23.95,29.1,13.667,24.192,51.649,38.516,4.773,28.882,24.453,8.873,23.802,30.526,11.682,13.911,18.882,17.699,22.865,34.906,8.78,11.495,21.654,52.095,15.958,14.854,47.966,23.39,19.203,44.599,8.739,18.111,30.946,55.235,36.608,18.649,27.67,13.226,19.474,12.575,12.804,37.8,31.915,14.971,12.142,14.782,20.259,56.064,66.957,19.168,9.813,33.13,16.46,10.625,15.248,30.572,10.262,18.108,33.693,24.442,12.455,62.19,42.85,60.195
2006-03-31,95.521,24.845,39.093,1.926,19.055,12.9,14.054,22.693,34.95,25.977,23.46,24.626,38.52,25.461,18.413,11.645,15.726,896.793,36.722,16.171,32.89,17.988,9.17,7.952,35.971,8.855,13.287,33.16,12.078,57.201,25.433,36.53,27.075,65.855,34.353,7.059,53.456,42.85,5.913,58.987,15.584,6.15,62.791,38.783,41.148,99.69,55.594,33.605,15.926,38.998,47.635,20.616,43.414,62.35,26.093,24.84,96.626,9.609,13.908,23.05,12.955,52.835,361.77,10.527,37.642,47.308,37.11,26.9,21.779,31.84,18.49,11.578,7.55,35.672,42.709,23.358,19.916,38.964,37.649,6.797,54.116,19.023,8.122,7.293,6.141,64.257,5.43,53.38,29.138,38.822,20.474,6.862,9.082,15.991,2.514,34.473,14.15,29.308,22.885,32.651,18.619,37.125,28.741,40.589,26.673,22.78,23.205,21.842,15.359,9.223,23.623,14.098,18.059,23.527,18.17,24.884,30.105,48.27,54.515,16.062,31.967,22.31,31.395,25.215,15.511,16.809,26.576,30.931,52.133,22.966,11.87,65.619,22.75,37.011,3.625,29.335,36.001,9.339,5.278,8.327,20.728,100.348,25.054,36.245,18.533,10.637,25.357,12.376,11.376,45.729,45.214,21.302,12.801,15.454,21.828,20.106,195.195,26.901,25.841,12.85,23.064,128.038,56.831,29.05,13.847,14.605,28.81,39.348,10.434,57.362,27.675,28.517,10.833,6.275,18.629,13.178,35.888,48.214,45.624,53.541,21.59,27.559,24.857,11.875,6.02,12.519,24.086,19.904,6.962,11.734,39.333,13.95,33.405,11.383,41.648,18.167,16.055,18.722,37.982,16.26,27.904,27.679,23.96,19.15,26.957,32.743,16.34,13.146,7.751,22.114,30.678,10.565,13.175,52.182,58.48,32.795,5.202,32.54,47.956,40.163,9.052,24.921,38.466,13.007,16.578,37.843,28.791,27.239,20.394,21.972,22.413,45.883,59.148,13.374,37.281,28.783,40.673,80.72,12.315,10.25,87.671,20.173,50.052,5.252,7.047,11.648,16.508,19.385,17.148,39.939,19.751,78.031,73.148,60.34,14.72,22.633,33.975,6.297,40.752,4.141,4.317,8.7,6.769,43.754,24.43,19.086,38.196,29.566,37.546,31.785,4.385,738.95,16.008,11.028,7.849,6.684,28.375,11.632,36.56,26.173,24.589,8.192,19.276,11.307,17.913,9.669,37.536,12.702,31.395,36.728,15.168,41.077,33.313,13.539,20.653,32.112,44.755,20.387,20.108,36.772,22.431,13.445,14.458,47.328,49.299,36.966,15.834,41.391,35.414,33.788,67.152,36.059,16.63,22.92,29.049,23.446,50.862,18.996,51.209,2.155,44.423,6.278,19.296,23.88,23.092,15.59,13.612,21.827,13.233,53.05,24.397,45.714,27.059,22.35,16.092,42.357,42.441,29.334,46.05,14.715,23.131,35.56,6.122,37.159,20.257,11.521,24.657,35.6,14.549,22.832,57.154,36.507,5.112,35.553,25.362,11.262,25.939,28.712,14.639,11.21,19.627,18.659,23.174,42.534,11.0,14.165,23.567,46.855,14.411,17.281,50.918,34.5,19.805,49.755,9.034,17.143,35.895,70.978,42.381,20.429,36.59,13.884,22.888,14.403,15.522,43.15,31.145,15.631,12.503,16.892,20.767,61.518,62.537,22.441,9.093,33.565,20.11,14.801,16.769,42.834,10.209,18.335,36.7,26.505,13.012,62.338,44.72,66.209
2006-06-30,94.176,20.881,27.176,1.759,16.558,12.97,14.534,21.372,30.36,21.909,28.848,24.547,34.46,26.136,18.744,12.593,16.196,803.242,36.162,14.91,36.19,19.062,7.39,8.843,38.02,9.03,12.389,24.42,12.746,51.288,26.104,38.68,23.91,61.892,28.92,6.212,55.767,40.984,6.345,55.307,16.722,5.075,64.129,38.766,41.767,88.2,58.631,35.86,15.085,38.346,47.456,19.017,42.695,64.94,23.457,29.86,96.351,8.143,14.781,16.84,14.083,51.618,373.344,10.932,32.541,49.224,36.282,24.9,26.534,28.227,17.12,9.055,7.46,38.846,32.218,26.29,21.01,39.87,34.133,8.507,59.479,22.186,8.116,5.883,6.515,68.213,5.556,43.785,30.41,41.044,23.581,6.14,6.665,14.412,2.967,32.159,16.025,31.009,23.552,35.263,20.365,36.044,30.506,47.502,19.191,23.063,24.96,22.53,13.616,8.833,24.13,12.28,16.95,22.704,18.699,25.343,24.85,47.78,42.878,12.063,34.047,23.101,28.982,24.044,16.128,17.888,26.77,29.813,44.535,22.171,12.675,67.915,23.614,38.281,3.786,31.744,46.787,8.957,4.661,7.087,19.643,103.917,28.02,26.74,16.202,11.34,24.066,9.976,11.852,42.917,46.425,20.339,12.172,15.859,23.256,18.067,209.875,25.777,23.677,12.025,30.617,122.97,56.949,29.585,11.957,14.424,24.475,43.91,13.599,60.525,24.68,27.015,10.46,6.924,18.19,13.575,38.005,49.176,48.526,50.053,18.782,25.01,25.662,14.83,4.6,12.287,27.414,18.737,6.08,10.766,38.333,14.2,33.067,11.16,38.239,21.079,17.442,16.14,38.669,13.598,28.372,30.618,23.454,17.48,23.231,35.24,17.73,13.604,8.35,24.8,32.299,11.116,13.599,38.461,62.23,28.842,4.75,32.777,45.981,41.807,9.957,23.485,41.793,12.374,15.09,52.003,29.657,30.325,18.732,21.486,20.833,41.666,45.132,13.735,34.533,30.473,38.511,70.35,12.202,9.381,74.853,18.583,53.702,7.932,7.386,12.703,10.477,20.274,18.853,40.36,16.979,68.804,75.967,60.57,15.06,19.639,25.371,6.551,41.65,3.887,4.715,8.313,6.25,41.232,24.125,20.336,37.703,28.967,39.711,33.283,3.261,491.25,16.546,10.134,10.948,7.12,30.446,12.312,31.19,29.079,23.097,8.279,22.618,10.82,18.656,8.889,39.192,12.077,35.801,35.631,14.965,39.654,24.999,13.448,18.448,30.175,47.045,17.164,20.783,34.285,23.534,14.905,14.309,48.508,46.385,36.954,17.129,43.412,28.112,30.88,62.345,33.671,12.82,21.794,31.661,24.073,46.113,20.279,51.435,2.097,42.758,6.046,18.375,26.233,25.785,15.644,12.661,19.701,12.774,45.46,27.66,47.125,28.889,18.77,15.929,42.142,37.126,28.912,44.418,12.691,23.085,33.347,4.976,35.29,19.419,12.032,24.513,32.76,13.067,24.457,43.297,34.374,4.722,34.738,21.93,11.16,25.173,30.815,12.196,12.154,20.16,10.819,21.636,42.164,11.2,14.06,23.358,37.561,12.807,17.264,53.056,31.98,20.266,41.95,10.876,19.468,39.994,64.199,43.34,19.731,36.71,14.349,19.619,14.333,17.813,44.4,32.432,15.937,12.671,15.785,21.979,55.858,59.033,22.946,9.971,34.348,17.755,15.521,14.517,40.855,10.917,16.362,37.18,27.654,13.42,52.305,34.16,62.65
